ParName   Value   Gradient
ln_rec_devs_RN(1,17)     0.229895 -0.000262814
ln_rec_devs_RN(1,18)     0.224754 -0.000317255
ln_rec_devs_RN(1,19)    -0.254042 -0.000159041
ln_rec_devs_RN(1,20)     0.437082 -0.000322206
ln_rec_devs_RN(1,21)    -0.497535 -0.000211419
ln_rec_devs_RN(1,22)     0.227927 -0.000667245
ln_rec_devs_RN(1,23)      0.14813 -0.000821899
ln_rec_devs_RN(1,24)    -0.561321 -0.000473385
ln_rec_devs_RN(1,25)    -0.391673 -0.000565451
ln_rec_devs_RN(1,26)     0.224926 -0.000936238
ln_rec_devs_RN(1,27)     0.163743 -0.000686429
ln_rec_devs_RN(1,28)   -0.0599435 -0.000419682
ln_rec_devs_RN(1,29)    0.0139656 -0.000442913
ln_rec_devs_RN(1,30)    0.0456098 -0.000484978
ln_rec_devs_RN(1,31)     0.441517 -0.000766561
ln_rec_devs_RN(1,32)    -0.234716 -0.000425965
ln_rec_devs_RN(1,33)    0.0932938 -0.000607868
ln_rec_devs_RN(1,34)     0.781899  -0.00111074
ln_rec_devs_RN(1,35)   -0.0410081 -0.000435853
ln_rec_devs_RN(1,36)     0.483295 -0.000613812
ln_rec_devs_RN(1,37)     0.463494  -0.00038692
ln_rec_devs_RN(1,38)   -0.0647718 -0.000101817
ln_rec_devs_RN(1,39)    -0.177764 -3.16599e-005
ln_rec_devs_RN(2,1)    -0.139219 6.08339e-005
ln_rec_devs_RN(2,2)    -0.399845 -2.27992e-005
ln_rec_devs_RN(2,3)     0.159634 -7.83658e-005
ln_rec_devs_RN(2,4)     0.667722 -0.000204276
ln_rec_devs_RN(2,5)     -0.48112 -5.68736e-005
ln_rec_devs_RN(2,6)    -0.312982  2.0046e-005
ln_rec_devs_RN(2,7)     0.365934 9.05352e-005
ln_rec_devs_RN(2,8)     0.317497   0.00015985
ln_rec_devs_RN(2,9)    -0.269466  0.000128656
ln_rec_devs_RN(2,10)    -0.175182  0.000160875
ln_rec_devs_RN(2,11)    -0.482997 7.13944e-005
ln_rec_devs_RN(2,12)     0.577252  0.000140752
ln_rec_devs_RN(2,13)     0.354639  0.000176403
ln_rec_devs_RN(2,14)    -0.197656 9.70808e-005
ln_rec_devs_RN(2,15)     0.894156  0.000303889
ln_rec_devs_RN(2,16)    -0.694448 4.39423e-005
ln_rec_devs_RN(2,17)      0.34062 -2.33523e-005
ln_rec_devs_RN(2,18)     0.558356 -6.50388e-005
ln_rec_devs_RN(2,19)    0.0938055 -0.000102696
ln_rec_devs_RN(2,20)     0.414634 -0.000226244
ln_rec_devs_RN(2,21)     0.520083 -0.000484827
ln_rec_devs_RN(2,22)    -0.215433  -0.00028226
ln_rec_devs_RN(2,23)   -0.0584268 -0.000349151
ln_rec_devs_RN(2,24)     0.252674  -0.00054926
ln_rec_devs_RN(2,25)   0.00385377  -0.00032726
ln_rec_devs_RN(2,26)     0.234384 -0.000334178
ln_rec_devs_RN(2,27)      0.21373 -0.000191696
ln_rec_devs_RN(2,28)    -0.324971 -6.36522e-005
ln_rec_devs_RN(2,29)     0.424936 -8.10393e-005
